stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.624,"[-1.068, -0.181]",0.444,-2.809,0.007
norefined,c,-6.142,"[-9.727, -2.558]",3.584,-3.421,0.001
norefined,s,-3.080,"[-4.968, -1.192]",1.888,-3.256,0.002
norefined,k0,-0.772,"[-2.15, 0.606]",1.378,-1.118,0.268
norefined,k1,-1.373,"[-2.658, -0.087]",1.286,-2.131,0.037
norefined,k2,0.688,"[-0.263, 1.639]",0.951,1.444,0.154
norefined,k3,0.383,"[-0.454, 1.219]",0.837,0.912,0.365
norefined,k4,-0.874,"[-2.05, 0.302]",1.176,-1.484,0.143
norefined,k5,-0.832,"[-1.829, 0.165]",0.997,-1.665,0.100
refined,tt,-1.056,"[-1.581, -0.53]",0.526,-4.007,0.000
refined,c,-6.232,"[-9.152, -3.312]",2.920,-4.260,0.000
refined,s,-3.061,"[-4.631, -1.491]",1.570,-3.892,0.000
refined,k0,0.016,"[-0.758, 0.79]",0.774,0.042,0.967
refined,k1,-0.350,"[-1.174, 0.473]",0.824,-0.849,0.399
refined,k2,-0.291,"[-1.053, 0.471]",0.762,-0.762,0.449
refined,k3,0.071,"[-0.404, 0.546]",0.475,0.299,0.766
refined,k4,0.044,"[-0.502, 0.59]",0.546,0.162,0.872
refined,k5,-0.297,"[-0.922, 0.329]",0.626,-0.946,0.347
