stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-2.963,-6.004,-4.546,-1.800,0.742,-0.052,1.591,0.590,1.588,940748837.511,1584,0,0,0.493
norefined,2,-2.516,-6.110,-4.704,-1.833,0.699,-0.102,1.524,0.519,1.598,469542040.814,1584,0,0,0.412
norefined,3,-2.059,-6.224,-4.828,-1.871,0.669,-0.141,1.455,0.463,1.569,334819752.718,1584,0,0,0.331
norefined,4,-1.592,-6.346,-4.900,-1.879,0.677,-0.174,1.388,0.408,1.516,225311300.670,1584,0,0,0.251
norefined,5,-1.117,-6.429,-4.975,-1.860,0.678,-0.213,1.359,0.343,1.443,144928183.753,1584,0,0,0.174
norefined,6,-1.492,-6.493,-4.869,-1.880,0.621,-0.358,1.270,0.225,1.225,176101571.301,1584,0,0,0.230
norefined,7,-1.009,-6.550,-4.951,-1.845,0.646,-0.365,1.265,0.171,1.191,132084717.111,1584,0,0,0.154
norefined,8,-1.437,-6.592,-4.843,-1.827,0.625,-0.448,1.193,0.068,1.019,148924269.108,1584,0,0,0.218
norefined,9,-0.954,-6.645,-4.924,-1.784,0.658,-0.449,1.190,0.012,0.993,121378431.965,1584,0,0,0.144
norefined,10,-1.391,-6.684,-4.814,-1.750,0.657,-0.500,1.120,-0.088,0.831,129334983.123,1584,0,0,0.208
refined,11,-0.954,-6.645,-4.924,-1.784,0.658,-0.449,1.190,0.012,0.993,121378431.965,1584,0,0,0.144
refined,12,-0.104,-0.836,1.013,1.225,-0.459,1.101,-0.596,-1.311,-1.242,3716070972.415,1584,0,0,0.125
refined,13,-0.140,-1.414,-0.841,-0.203,0.165,-0.190,0.385,-0.112,-0.093,173810501.869,1584,0,0,0.099
refined,14,-0.368,-2.654,-1.415,-0.281,0.521,0.022,0.422,-0.291,-0.222,71152570.686,1584,0,0,0.139
refined,15,-0.747,-4.912,-2.383,-0.161,0.661,0.197,0.448,-0.861,-0.296,40429648.065,1584,0,0,0.152
refined,16,-1.079,-6.755,-3.070,0.137,0.521,0.507,0.351,-1.424,-0.284,33237293.013,1584,0,0,0.160
refined,17,-1.399,-8.561,-3.765,0.443,0.438,0.727,0.369,-1.966,-0.356,31431223.961,1584,0,0,0.163
refined,18,-1.643,-9.962,-4.290,0.660,0.390,0.927,0.451,-2.425,-0.467,30947365.600,1584,0,0,0.165
refined,19,-1.783,-10.778,-4.550,0.757,0.381,1.091,0.567,-2.753,-0.569,30795444.554,1584,0,0,0.165
refined,20,-1.919,-11.557,-4.810,0.829,0.382,1.242,0.683,-3.057,-0.680,30689694.714,1584,0,0,0.166
