stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.277,"[-2.075, -0.48]",0.798,-2.686,0.010
norefined,c,-6.817,"[-10.995, -2.639]",4.178,-2.737,0.009
norefined,s,-4.522,"[-7.068, -1.976]",2.546,-2.979,0.005
norefined,k0,-1.725,"[-3.125, -0.324]",1.401,-2.065,0.044
norefined,k1,0.689,"[-0.783, 2.16]",1.472,0.785,0.436
norefined,k2,-0.488,"[-2.071, 1.094]",1.582,-0.518,0.607
norefined,k3,1.181,"[-0.845, 3.208]",2.026,0.978,0.333
norefined,k4,0.011,"[-0.904, 0.926]",0.915,0.020,0.984
norefined,k5,0.956,"[-0.289, 2.201]",1.245,1.287,0.204
refined,tt,-1.008,"[-1.354, -0.661]",0.347,-4.876,0.000
refined,c,-6.142,"[-8.032, -4.252]",1.890,-5.451,0.000
refined,s,-3.055,"[-3.971, -2.139]",0.916,-5.591,0.000
refined,k0,0.303,"[-0.259, 0.866]",0.562,0.905,0.370
refined,k1,0.425,"[0.008, 0.843]",0.417,1.709,0.094
refined,k2,-0.051,"[-0.552, 0.45]",0.501,-0.170,0.866
refined,k3,-0.505,"[-1.386, 0.376]",0.881,-0.961,0.341
refined,k4,-0.231,"[-0.65, 0.188]",0.419,-0.924,0.360
refined,k5,-0.278,"[-0.694, 0.138]",0.416,-1.121,0.268
