stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-0.183,-4.939,-4.686,1.406,1.154,1.622,-1.790,0.593,-0.329,341737233.523,1584,0,0,0.037
norefined,2,-0.023,-5.191,-4.594,1.186,1.012,1.374,-1.835,0.501,-0.438,264569837.663,1584,0,0,0.004
norefined,3,0.022,-5.445,-4.463,0.925,0.838,1.144,-1.865,0.491,-0.556,219252397.842,1584,0,0,-0.004
norefined,4,0.029,-5.709,-4.273,0.663,0.657,0.965,-1.867,0.525,-0.656,190213252.267,1584,0,0,-0.005
norefined,5,-0.007,-5.982,-3.996,0.454,0.503,0.827,-1.835,0.548,-0.752,169567993.996,1584,0,0,0.001
norefined,6,-0.092,-6.227,-3.646,0.299,0.425,0.733,-1.759,0.535,-0.874,152216221.539,1584,0,0,0.015
norefined,7,-0.330,-6.387,-3.304,0.186,0.444,0.708,-1.625,0.555,-1.012,112585830.270,1584,0,0,0.052
norefined,8,-0.808,-6.415,-3.192,0.180,0.444,0.697,-1.554,0.602,-1.044,63123429.409,1584,0,0,0.126
norefined,9,-0.728,-6.567,-3.010,-0.063,0.446,0.588,-1.235,0.600,-1.165,44160776.644,1584,0,0,0.111
norefined,10,-0.772,-6.689,-2.809,-0.264,0.496,0.537,-0.883,0.581,-1.317,32161906.506,1584,0,0,0.115
refined,11,-0.772,-6.689,-2.809,-0.264,0.496,0.537,-0.883,0.581,-1.317,32161906.506,1584,0,0,0.115
refined,12,-0.974,-8.587,-3.564,-0.389,0.009,1.197,-0.555,0.475,-1.711,27845571.969,1584,0,0,0.113
refined,13,-1.179,-11.220,-4.451,-1.040,0.815,1.526,-1.387,1.894,-2.653,25624180.512,1584,0,0,0.105
refined,14,-1.836,-16.656,-6.746,-1.689,0.901,2.345,-2.105,2.753,-3.700,24062515.629,1584,0,0,0.110
refined,15,-4.026,-34.359,-14.366,-4.693,3.432,4.005,-6.338,7.127,-8.988,21313210.339,1584,0,0,0.117
refined,16,-8.357,-65.899,-27.944,-10.284,6.929,8.365,-11.516,17.446,-18.324,16494297.655,1584,0,0,0.127
refined,17,-4.191,-48.901,-32.039,27.175,-18.709,0.877,-4.146,-37.919,1.036,275431078.275,1584,0,0,0.086
refined,18,-52.544,-539.184,-378.650,215.862,-196.572,-82.649,-52.816,-374.067,-50.441,254016060.130,1584,0,0,0.097
refined,19,-34.998,-558.290,-371.231,209.180,-179.115,-69.724,-47.843,-372.212,-62.923,229815025.838,1584,0,0,0.063
refined,20,-12.634,-560.045,-373.191,212.180,-175.003,-70.516,-46.499,-370.929,-58.224,230479335.356,1584,0,0,0.023
