stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.718,"[-1.346, -0.091]",0.628,-1.909,0.061
norefined,c,-4.447,"[-8.613, -0.282]",4.165,-1.781,0.079
norefined,s,-2.640,"[-4.94, -0.34]",2.300,-1.915,0.060
norefined,k0,0.000,"[-1.178, 1.178]",1.178,0.001,1.000
norefined,k1,-0.930,"[-2.516, 0.657]",1.587,-0.978,0.332
norefined,k2,-0.521,"[-1.788, 0.746]",1.267,-0.686,0.495
norefined,k3,-0.029,"[-1.126, 1.068]",1.097,-0.044,0.965
norefined,k4,0.069,"[-1.203, 1.342]",1.273,0.091,0.928
norefined,k5,0.277,"[-1.327, 1.881]",1.604,0.288,0.774
refined,tt,-3.665,"[-10.649, 3.319]",6.984,-0.875,0.385
refined,c,-20.701,"[-60.744, 19.341]",40.042,-0.862,0.392
refined,s,-10.297,"[-29.958, 9.364]",19.661,-0.874,0.385
refined,k0,1.624,"[-3.322, 6.57]",4.946,0.548,0.586
refined,k1,0.012,"[-3.397, 3.42]",3.409,0.006,0.995
refined,k2,-0.296,"[-2.673, 2.081]",2.377,-0.208,0.836
refined,k3,-0.762,"[-3.225, 1.701]",2.463,-0.516,0.608
refined,k4,-1.546,"[-5.776, 2.684]",4.230,-0.610,0.544
refined,k5,-1.128,"[-5.647, 3.391]",4.519,-0.416,0.678
