stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,0.833,-4.347,-1.008,-1.587,-1.178,-1.605,-0.542,-0.786,-0.803,5639155070.638,1584,0,0,-0.192
norefined,2,0.350,-4.362,-1.079,-1.591,-1.259,-1.632,-0.600,-0.803,-0.816,3125500110.238,1584,0,0,-0.080
norefined,3,-0.146,-4.361,-1.097,-1.563,-1.290,-1.663,-0.633,-0.825,-0.807,1961343219.174,1584,0,0,0.033
norefined,4,-0.626,-4.352,-1.135,-1.443,-1.316,-1.636,-0.631,-0.788,-0.784,1629752098.736,1584,0,0,0.144
norefined,5,-0.917,-4.323,-1.379,-1.244,-1.329,-1.510,-0.614,-0.604,-0.662,1367972665.992,1584,0,0,0.212
norefined,6,-1.134,-4.295,-1.639,-1.006,-1.301,-1.361,-0.553,-0.419,-0.533,1143517347.284,1584,0,0,0.264
norefined,7,-1.065,-4.292,-1.937,-0.794,-1.228,-1.189,-0.496,-0.188,-0.389,916575881.426,1584,0,0,0.248
norefined,8,-0.989,-4.289,-2.197,-0.570,-1.135,-1.008,-0.410,0.032,-0.220,718973056.557,1584,0,0,0.231
norefined,9,-0.912,-4.295,-2.398,-0.314,-0.997,-0.815,-0.282,0.220,-0.045,577242747.885,1584,0,0,0.212
norefined,10,-0.773,-4.340,-2.511,-0.033,-0.793,-0.602,-0.109,0.300,0.070,507616183.032,1584,0,0,0.178
refined,11,-0.773,-4.340,-2.511,-0.033,-0.793,-0.602,-0.109,0.300,0.070,507616183.032,1584,0,0,0.178
refined,12,-0.752,-3.535,-2.097,0.445,0.632,0.244,-0.629,-0.368,-0.330,428318236.422,1584,0,0,0.213
refined,13,-0.953,-4.672,-2.665,0.422,0.436,0.063,-0.635,-0.228,-0.405,410639546.293,1584,0,0,0.204
refined,14,-0.936,-4.633,-2.567,0.352,0.414,0.156,-0.581,-0.198,-0.388,409998786.481,1584,0,0,0.202
refined,15,-0.965,-4.782,-2.643,0.360,0.422,0.148,-0.591,-0.189,-0.414,409927161.588,1584,0,0,0.202
refined,16,-0.961,-4.761,-2.625,0.353,0.423,0.160,-0.586,-0.189,-0.410,409918097.759,1584,0,0,0.202
refined,17,-0.965,-4.782,-2.636,0.354,0.424,0.157,-0.587,-0.187,-0.414,409916707.457,1584,0,0,0.202
refined,18,-0.964,-4.777,-2.632,0.353,0.424,0.159,-0.587,-0.187,-0.413,409916487.986,1584,0,0,0.202
refined,19,-0.964,-4.780,-2.634,0.354,0.424,0.159,-0.587,-0.187,-0.413,409916451.097,1584,0,0,0.202
refined,20,-0.964,-4.779,-2.633,0.353,0.424,0.159,-0.587,-0.187,-0.413,409916444.838,1584,0,0,0.202
