stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,3.797,2.023,0.001,76,0,9,1628657454.041,1078536102.233
refined,13.165,2.023,0.000,76,0,9,1628657454.041,588301876.304
