attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.866,"[-1.197, -0.536]",0.330,-4.367,0.000,4.141,ngd,56,211982857.745,0.153,-1.000,0.134,0,0,fn
c,-6.502,"[-8.818, -4.186]",2.316,-4.677,0.000,4.141,ngd,56,211982857.745,0.153,-6.000,-0.502,0,0,fn
s,-2.867,"[-4.066, -1.668]",1.199,-3.984,0.000,4.141,ngd,56,211982857.745,0.153,-3.000,0.133,0,0,fn
vot,0.133,,,,,4.141,ngd,56,211982857.745,0.153,0.167,-0.033,0,0,fn
tt,-0.791,"[-1.063, -0.519]",0.272,-4.849,0.000,4.466,lm,56,193200215.790,0.146,-1.000,0.209,0,0,fn
c,-5.190,"[-6.829, -3.551]",1.639,-5.275,0.000,4.466,lm,56,193200215.790,0.146,-6.000,0.810,0,0,fn
s,-2.644,"[-3.605, -1.683]",0.961,-4.584,0.000,4.466,lm,56,193200215.790,0.146,-3.000,0.356,0,0,fn
vot,0.152,,,,,4.466,lm,56,193200215.790,0.146,0.167,-0.014,0,0,fn
tt,-0.791,"[-1.062, -0.519]",0.272,-4.849,0.000,8.606,ngd+lm,56,193200233.347,0.146,-1.000,0.209,0,0,fn
c,-5.186,"[-6.824, -3.549]",1.638,-5.275,0.000,8.606,ngd+lm,56,193200233.347,0.146,-6.000,0.814,0,0,fn
s,-2.642,"[-3.602, -1.682]",0.960,-4.584,0.000,8.606,ngd+lm,56,193200233.347,0.146,-3.000,0.358,0,0,fn
vot,0.152,,,,,8.606,ngd+lm,56,193200233.347,0.146,0.167,-0.014,0,0,fn
