stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.076,"[-2.074, -0.078]",0.998,-2.151,0.035
norefined,c,-7.484,"[-14.146, -0.823]",6.662,-2.243,0.028
norefined,s,-3.750,"[-7.327, -0.172]",3.577,-2.092,0.040
norefined,k0,0.142,"[-0.897, 1.181]",1.039,0.273,0.786
norefined,k1,-1.399,"[-3.385, 0.587]",1.986,-1.406,0.164
norefined,k2,0.146,"[-1.575, 1.867]",1.721,0.169,0.866
norefined,k3,-0.994,"[-2.695, 0.706]",1.701,-1.167,0.247
norefined,k4,0.248,"[-0.713, 1.209]",0.961,0.515,0.608
norefined,k5,-0.094,"[-1.239, 1.052]",1.146,-0.163,0.871
refined,tt,-1.141,"[-2.062, -0.22]",0.921,-2.473,0.016
refined,c,-6.506,"[-11.451, -1.56]",4.945,-2.626,0.011
refined,s,-3.349,"[-6.011, -0.687]",2.662,-2.512,0.014
refined,k0,0.195,"[-0.778, 1.168]",0.973,0.401,0.690
refined,k1,-0.137,"[-1.452, 1.177]",1.314,-0.208,0.836
refined,k2,-0.224,"[-1.815, 1.367]",1.591,-0.281,0.780
refined,k3,-0.832,"[-2.286, 0.622]",1.454,-1.142,0.257
refined,k4,0.136,"[-0.765, 1.037]",0.901,0.302,0.763
refined,k5,-0.382,"[-1.42, 0.656]",1.038,-0.735,0.465
