stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.476,-6.776,-4.452,1.016,-1.927,0.689,-1.143,0.728,0.829,2105242136.845,0.070
norefined,2,-0.954,-6.780,-4.429,0.931,-1.942,0.650,-1.137,0.674,0.736,1338711296.914,0.141
norefined,3,-1.413,-6.810,-4.338,0.805,-1.929,0.597,-1.089,0.610,0.659,1118299262.117,0.207
norefined,4,-1.658,-6.971,-4.126,0.661,-1.765,0.615,-0.835,0.566,0.594,1041953521.455,0.238
norefined,5,-1.292,-7.155,-4.032,0.614,-1.592,0.646,-0.635,0.570,0.570,1011344460.172,0.181
norefined,6,-1.705,-7.178,-3.902,0.512,-1.471,0.663,-0.466,0.506,0.505,992028904.757,0.238
norefined,7,-1.222,-7.270,-3.923,0.515,-1.410,0.674,-0.413,0.542,0.523,976404761.367,0.168
norefined,8,-1.655,-7.269,-3.809,0.414,-1.306,0.682,-0.272,0.476,0.456,956834519.003,0.228
norefined,9,-1.171,-7.338,-3.845,0.439,-1.248,0.702,-0.217,0.524,0.480,947864274.478,0.160
norefined,10,-1.618,-7.324,-3.741,0.345,-1.163,0.706,-0.096,0.460,0.414,930746773.521,0.221
refined,11,-1.618,-7.324,-3.741,0.345,-1.163,0.706,-0.096,0.460,0.414,930746773.521,0.221
refined,12,0.521,0.542,1.075,-0.605,0.265,1.279,1.712,0.355,-0.493,8237378532.839,0.961
refined,13,-2.753,-6.257,-5.285,3.505,-0.745,-3.998,-5.521,-0.858,3.658,1945015307.731,0.440
refined,14,3.538,-4.621,4.324,-8.388,0.158,13.576,17.147,2.001,-3.837,8934270196.726,-0.766
refined,15,-14.460,-1.046,-19.428,25.827,-11.868,-28.685,-50.199,4.413,28.805,3675474090.405,13.830
refined,16,39.280,-49.031,56.654,-94.466,20.227,131.915,157.725,-2.821,-77.451,9734187293.609,-0.801
refined,17,-430.906,-385.642,-824.189,2284.816,-1971.064,-1974.607,-1141.682,560.515,1112.414,4321860388.642,1.117
refined,18,-18023.442,5540.912,-11433.752,-3825.824,-10881.575,1403.553,-352.546,-1311.851,-7117.423,3009508354.623,-3.253
refined,19,-18023.442,5540.912,-11433.752,-3825.824,-10881.575,1403.553,-352.546,-1311.851,-7117.423,3009508354.623,-3.253
refined,20,-18023.442,5540.912,-11433.752,-3825.824,-10881.575,1403.553,-352.546,-1311.851,-7117.423,3009508354.623,-3.253
