stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,8.455,2.023,0.000,76,0,9,1987869107.715,930746773.526
refined,8.455,2.023,0.000,76,0,9,1987869107.715,930746773.526
