attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.219,"[-1.638, -0.801]",0.418,-4.853,0.000,4.113,ngd,51,259168539.244,0.167,-1.000,-0.219,0,0,fn
c,-5.469,"[-7.415, -3.524]",1.945,-4.684,0.000,4.113,ngd,51,259168539.244,0.167,-6.000,0.531,0,0,fn
s,-3.099,"[-4.217, -1.981]",1.118,-4.619,0.000,4.113,ngd,51,259168539.244,0.167,-3.000,-0.099,0,0,fn
vot,0.223,,,,,4.113,ngd,51,259168539.244,0.167,0.167,0.056,0,0,fn
tt,-1.190,"[-1.562, -0.817]",0.372,-5.323,0.000,4.402,lm,51,202310397.672,0.147,-1.000,-0.190,0,0,fn
c,-6.749,"[-8.806, -4.691]",2.058,-5.465,0.000,4.402,lm,51,202310397.672,0.147,-6.000,-0.749,0,0,fn
s,-3.648,"[-4.771, -2.524]",1.124,-5.409,0.000,4.402,lm,51,202310397.672,0.147,-3.000,-0.648,0,0,fn
vot,0.176,,,,,4.402,lm,51,202310397.672,0.147,0.167,0.010,0,0,fn
tt,-1.190,"[-1.562, -0.817]",0.372,-5.323,0.000,8.601,ngd+lm,51,202310397.352,0.147,-1.000,-0.190,0,0,fn
c,-6.749,"[-8.807, -4.691]",2.058,-5.464,0.000,8.601,ngd+lm,51,202310397.352,0.147,-6.000,-0.749,0,0,fn
s,-3.648,"[-4.772, -2.524]",1.124,-5.409,0.000,8.601,ngd+lm,51,202310397.352,0.147,-3.000,-0.648,0,0,fn
vot,0.176,,,,,8.601,ngd+lm,51,202310397.352,0.147,0.167,0.010,0,0,fn
