stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.890,"[-1.318, -0.462]",0.428,-3.488,0.001
norefined,c,-6.439,"[-9.624, -3.255]",3.185,-3.391,0.001
norefined,s,-3.069,"[-4.553, -1.585]",1.484,-3.468,0.001
norefined,k0,-0.944,"[-1.866, -0.022]",0.922,-1.718,0.092
norefined,k1,0.297,"[-0.527, 1.121]",0.824,0.604,0.549
norefined,k2,-0.413,"[-1.051, 0.225]",0.638,-1.085,0.283
norefined,k3,-0.403,"[-1.337, 0.53]",0.934,-0.725,0.472
norefined,k4,-0.154,"[-1.26, 0.951]",1.106,-0.234,0.816
norefined,k5,0.281,"[-0.698, 1.26]",0.979,0.482,0.632
refined,tt,-0.790,"[-1.055, -0.524]",0.266,-4.986,0.000
refined,c,-5.280,"[-7.306, -3.254]",2.026,-4.371,0.000
refined,s,-2.654,"[-3.57, -1.738]",0.916,-4.861,0.000
refined,k0,0.615,"[0.008, 1.223]",0.608,1.699,0.096
refined,k1,-0.330,"[-0.901, 0.242]",0.572,-0.967,0.338
refined,k2,-0.037,"[-0.386, 0.312]",0.349,-0.177,0.860
refined,k3,-0.230,"[-0.716, 0.257]",0.486,-0.791,0.433
refined,k4,-0.372,"[-0.991, 0.247]",0.619,-1.009,0.318
refined,k5,0.055,"[-0.499, 0.609]",0.554,0.167,0.868
