stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,92.182,1.765,0.000,57,0,9,2439749989.112,133435227.077
refined,162.943,1.765,0.000,57,0,9,2439749989.112,77325135.394
