stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.671,"[-2.785, -0.556]",1.114,-2.992,0.004
norefined,c,-6.815,"[-12.139, -1.492]",5.324,-2.555,0.013
norefined,s,-3.240,"[-5.489, -0.99]",2.249,-2.875,0.005
norefined,k0,-1.448,"[-3.357, 0.461]",1.909,-1.514,0.135
norefined,k1,0.828,"[-0.671, 2.328]",1.500,1.102,0.274
norefined,k2,-0.939,"[-2.72, 0.841]",1.780,-1.053,0.296
norefined,k3,0.114,"[-1.137, 1.365]",1.251,0.182,0.856
norefined,k4,-1.205,"[-3.08, 0.671]",1.875,-1.282,0.204
norefined,k5,-1.320,"[-2.947, 0.307]",1.627,-1.619,0.110
refined,tt,-1.339,"[-2.135, -0.543]",0.796,-3.359,0.001
refined,c,-6.198,"[-10.42, -1.976]",4.222,-2.930,0.005
refined,s,-3.070,"[-4.983, -1.158]",1.913,-3.204,0.002
refined,k0,-0.786,"[-2.152, 0.58]",1.366,-1.149,0.255
refined,k1,0.159,"[-0.898, 1.216]",1.057,0.300,0.765
refined,k2,-0.149,"[-1.272, 0.973]",1.122,-0.265,0.791
refined,k3,0.104,"[-1.072, 1.281]",1.176,0.177,0.860
refined,k4,-0.074,"[-1.419, 1.272]",1.345,-0.110,0.913
refined,k5,-0.731,"[-1.802, 0.34]",1.071,-1.362,0.178
