stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,94.742,2.023,0.000,0,9,3881175272.052,282748721.518,76
refined,175.142,2.023,0.000,0,9,3881175272.052,158243751.173,76
