stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,65.446,2.023,0.000,0,9,4383311021.337,447675395.968,76
refined,90.698,2.023,0.000,0,9,4383311021.337,332488740.174,76
