attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.545,"[-2.247, -0.844]",0.702,-3.674,0.000,10.596,ngd,51,224338388.143,0.150,-1.000,-0.545,0,0,fn
c,-6.862,"[-10.141, -3.583]",3.279,-3.490,0.001,10.596,ngd,51,224338388.143,0.150,-6.000,-0.862,0,0,fn
s,-3.319,"[-4.82, -1.819]",1.500,-3.691,0.000,10.596,ngd,51,224338388.143,0.150,-3.000,-0.319,0,0,fn
k0,-0.313,"[-1.221, 0.595]",0.908,-0.574,0.568,10.596,ngd,51,224338388.143,0.150,0.000,-0.313,0,0,fp
k1,-0.164,"[-0.866, 0.538]",0.702,-0.390,0.698,10.596,ngd,51,224338388.143,0.150,0.000,-0.164,0,0,fp
k2,-0.611,"[-1.4, 0.178]",0.789,-1.292,0.201,10.596,ngd,51,224338388.143,0.150,0.000,-0.611,0,0,fp
k3,0.047,"[-0.631, 0.725]",0.678,0.115,0.909,10.596,ngd,51,224338388.143,0.150,0.000,0.047,0,0,fp
k4,1.520,"[0.012, 3.027]",1.508,1.681,0.097,10.596,ngd,51,224338388.143,0.150,0.000,1.520,0,1,fp
k5,0.004,"[-0.639, 0.647]",0.643,0.011,0.992,10.596,ngd,51,224338388.143,0.150,0.000,0.004,0,0,fp
vot,0.225,,,,,10.596,ngd,51,224338388.143,0.150,0.167,0.059,0,0,fn
tt,-0.814,"[-1.558, -0.07]",0.744,-1.825,0.072,10.390,lm,51,1235069372.037,0.352,-1.000,0.186,0,0,fn
c,-7.121,"[-13.051, -1.191]",5.930,-2.003,0.049,10.390,lm,51,1235069372.037,0.352,-6.000,-1.121,0,0,fn
s,-1.432,"[-2.751, -0.113]",1.319,-1.811,0.075,10.390,lm,51,1235069372.037,0.352,-3.000,1.568,0,0,fn
k0,-0.005,"[-1.177, 1.167]",1.172,-0.008,0.994,10.390,lm,51,1235069372.037,0.352,0.000,-0.005,0,0,fp
k1,0.138,"[-0.922, 1.198]",1.060,0.217,0.829,10.390,lm,51,1235069372.037,0.352,0.000,0.138,0,0,fp
k2,-1.499,"[-3.058, 0.06]",1.559,-1.604,0.113,10.390,lm,51,1235069372.037,0.352,0.000,-1.499,0,0,fp
k3,0.888,"[-0.486, 2.262]",1.374,1.078,0.285,10.390,lm,51,1235069372.037,0.352,0.000,0.888,0,0,fp
k4,1.946,"[-0.278, 4.17]",2.224,1.459,0.149,10.390,lm,51,1235069372.037,0.352,0.000,1.946,0,0,fp
k5,1.314,"[-0.009, 2.637]",1.323,1.656,0.102,10.390,lm,51,1235069372.037,0.352,0.000,1.314,0,0,fp
vot,0.114,,,,,10.390,lm,51,1235069372.037,0.352,0.167,-0.052,0,0,fn
tt,-0.974,"[-1.347, -0.601]",0.373,-4.351,0.000,21.229,ngd+lm,51,159030646.697,0.126,-1.000,0.026,0,0,fn
c,-5.281,"[-7.429, -3.134]",2.148,-4.101,0.000,21.229,ngd+lm,51,159030646.697,0.126,-6.000,0.719,0,0,fn
s,-2.780,"[-3.788, -1.772]",1.008,-4.601,0.000,21.229,ngd+lm,51,159030646.697,0.126,-3.000,0.220,0,0,fn
k0,-0.169,"[-0.779, 0.441]",0.610,-0.462,0.646,21.229,ngd+lm,51,159030646.697,0.126,0.000,-0.169,0,0,fp
k1,0.121,"[-0.366, 0.608]",0.487,0.414,0.680,21.229,ngd+lm,51,159030646.697,0.126,0.000,0.121,0,0,fp
k2,0.144,"[-0.364, 0.653]",0.508,0.474,0.637,21.229,ngd+lm,51,159030646.697,0.126,0.000,0.144,0,0,fp
k3,-0.194,"[-0.661, 0.273]",0.467,-0.692,0.491,21.229,ngd+lm,51,159030646.697,0.126,0.000,-0.194,0,0,fp
k4,0.617,"[-0.343, 1.577]",0.960,1.072,0.287,21.229,ngd+lm,51,159030646.697,0.126,0.000,0.617,0,0,fp
k5,-0.325,"[-0.788, 0.138]",0.463,-1.169,0.246,21.229,ngd+lm,51,159030646.697,0.126,0.000,-0.325,0,0,fp
vot,0.184,,,,,21.229,ngd+lm,51,159030646.697,0.126,0.167,0.018,0,0,fn
