stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,22.464,1.727,0.000,0,9,3831023278.016,953571341.645,76
refined,33.971,1.727,0.000,0,9,3831023278.016,688630067.939,76
