stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-0.628,-4.894,-1.328,1.206,-0.363,1.464,1.146,-1.454,0.983,1383327637.569,1584,0,0,0.128
norefined,2,-0.725,-4.962,-1.534,1.007,-0.465,1.313,0.868,-1.554,0.799,861572234.538,1584,0,0,0.146
norefined,3,-0.542,-5.055,-1.672,0.782,-0.521,1.143,0.614,-1.633,0.611,629837344.146,1584,0,0,0.107
norefined,4,-0.943,-5.018,-1.783,0.662,-0.568,1.045,0.431,-1.665,0.491,582351790.153,1584,0,0,0.188
norefined,5,-0.496,-5.122,-1.847,0.543,-0.541,0.952,0.366,-1.672,0.403,490509869.015,1584,0,0,0.097
norefined,6,-0.956,-5.059,-1.935,0.488,-0.571,0.887,0.245,-1.692,0.339,500223383.038,1584,0,0,0.189
norefined,7,-0.484,-5.148,-2.005,0.416,-0.521,0.822,0.228,-1.680,0.292,434207884.807,1584,0,0,0.094
norefined,8,-0.965,-5.086,-2.067,0.385,-0.541,0.779,0.148,-1.687,0.259,465057599.641,1584,0,0,0.190
norefined,9,-0.486,-5.170,-2.130,0.336,-0.486,0.722,0.154,-1.671,0.229,405322792.930,1584,0,0,0.094
norefined,10,-0.976,-5.112,-2.172,0.317,-0.501,0.690,0.097,-1.671,0.211,444787824.437,1584,0,0,0.191
refined,11,-0.486,-5.170,-2.130,0.336,-0.486,0.722,0.154,-1.671,0.229,405322792.930,1584,0,0,0.094
refined,12,-0.806,-5.402,-2.690,0.133,-0.066,-0.480,-0.277,-0.055,0.120,214048310.669,1584,0,0,0.149
refined,13,-1.254,-8.465,-4.255,-0.040,-0.082,-0.489,-0.606,0.335,0.040,201674137.629,1584,0,0,0.148
refined,14,-1.318,-8.886,-4.623,-0.044,-0.194,-0.285,-0.381,0.338,-0.225,198785481.784,1584,0,0,0.148
refined,15,-1.566,-10.643,-5.577,-0.057,-0.352,-0.130,-0.505,0.450,-0.323,197684840.152,1584,0,0,0.147
refined,16,-1.608,-10.932,-5.791,-0.030,-0.393,-0.025,-0.421,0.419,-0.423,197244306.952,1584,0,0,0.147
refined,17,-1.722,-11.760,-6.237,-0.034,-0.472,0.045,-0.494,0.476,-0.452,197102825.600,1584,0,0,0.146
refined,18,-1.746,-11.936,-6.346,-0.017,-0.490,0.082,-0.482,0.473,-0.482,197058470.632,1584,0,0,0.146
refined,19,-1.782,-12.197,-6.486,-0.016,-0.514,0.105,-0.506,0.489,-0.490,197044706.639,1584,0,0,0.146
refined,20,-1.792,-12.275,-6.531,-0.009,-0.522,0.117,-0.507,0.490,-0.498,197040319.272,1584,0,0,0.146
