stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,106.328,2.023,0.000,0,9,3025675417.434,197977702.552,76
refined,201.867,2.023,0.000,0,9,3025675417.434,107612073.393,76
