stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.708,-4.964,-1.239,-1.844,1.880,-1.675,0.937,0.316,1.310,1677136207.866,0.143
norefined,2,-0.836,-5.020,-1.582,-1.871,1.688,-1.621,0.750,0.226,1.142,1083703602.700,0.167
norefined,3,-0.828,-5.084,-1.956,-1.838,1.487,-1.523,0.583,0.166,0.985,757486317.808,0.163
norefined,4,-0.940,-5.123,-2.312,-1.721,1.261,-1.374,0.479,0.139,0.885,565177838.593,0.183
norefined,5,-0.797,-5.163,-2.653,-1.548,1.047,-1.209,0.423,0.138,0.810,445944960.044,0.154
norefined,6,-1.182,-5.144,-2.778,-1.418,0.846,-1.046,0.434,0.117,0.777,428284383.429,0.230
norefined,7,-0.730,-5.221,-2.921,-1.330,0.805,-0.978,0.409,0.104,0.713,358936699.813,0.140
norefined,8,-1.184,-5.203,-2.940,-1.247,0.655,-0.869,0.421,0.073,0.679,341417417.381,0.227
norefined,9,-0.722,-5.291,-3.048,-1.165,0.637,-0.804,0.391,0.060,0.608,300373028.410,0.136
norefined,10,-1.190,-5.276,-3.027,-1.098,0.506,-0.725,0.400,0.031,0.574,289377204.134,0.226
refined,11,-1.190,-5.276,-3.027,-1.098,0.506,-0.725,0.400,0.031,0.574,289377204.134,0.226
refined,12,-0.727,-4.795,-2.014,-0.061,-0.579,0.097,-0.057,0.435,-0.481,139775176.449,0.152
refined,13,-0.925,-5.765,-2.671,-0.181,-0.368,-0.028,-0.005,0.348,-0.237,108722882.243,0.160
refined,14,-0.959,-5.905,-2.776,-0.206,-0.317,-0.070,0.034,0.362,-0.211,108215931.935,0.162
refined,15,-0.953,-5.870,-2.763,-0.206,-0.313,-0.074,0.037,0.361,-0.214,108213093.211,0.162
refined,16,-0.955,-5.876,-2.766,-0.206,-0.313,-0.073,0.037,0.362,-0.214,108212965.747,0.162
refined,17,-0.954,-5.874,-2.765,-0.206,-0.313,-0.073,0.037,0.362,-0.214,108212957.949,0.162
refined,18,-0.954,-5.874,-2.765,-0.206,-0.313,-0.073,0.037,0.362,-0.214,108212957.406,0.162
refined,19,-0.954,-5.874,-2.765,-0.206,-0.313,-0.073,0.037,0.362,-0.214,108212957.367,0.162
refined,20,-0.954,-5.874,-2.765,-0.206,-0.313,-0.073,0.037,0.362,-0.214,108212957.364,0.162
