stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.181,"[-1.79, -0.573]",0.609,-3.874,0.000
norefined,c,-5.217,"[-7.718, -2.717]",2.500,-4.165,0.000
norefined,s,-3.169,"[-4.7, -1.638]",1.531,-4.131,0.000
norefined,k0,-0.964,"[-1.787, -0.14]",0.824,-2.335,0.023
norefined,k1,0.453,"[-0.254, 1.16]",0.707,1.279,0.205
norefined,k2,-0.766,"[-1.628, 0.096]",0.862,-1.774,0.081
norefined,k3,0.287,"[-0.464, 1.038]",0.751,0.763,0.448
norefined,k4,0.012,"[-0.896, 0.92]",0.908,0.027,0.978
norefined,k5,0.629,"[-0.177, 1.434]",0.806,1.558,0.124
refined,tt,-1.361,"[-1.926, -0.796]",0.565,-4.809,0.000
refined,c,-8.297,"[-11.716, -4.878]",3.419,-4.844,0.000
refined,s,-4.201,"[-5.845, -2.557]",1.644,-5.102,0.000
refined,k0,-0.138,"[-0.698, 0.422]",0.560,-0.493,0.624
refined,k1,-0.419,"[-0.989, 0.151]",0.570,-1.469,0.147
refined,k2,-0.051,"[-0.782, 0.679]",0.730,-0.140,0.889
refined,k3,-0.085,"[-0.775, 0.604]",0.690,-0.247,0.805
refined,k4,0.525,"[-0.344, 1.393]",0.869,1.206,0.232
refined,k5,-0.242,"[-0.832, 0.348]",0.590,-0.820,0.415
