stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,35.563,2.347,0.000,19,0,9,1028170691.697,31149989.711
refined,199.725,2.347,0.000,19,0,9,1028170691.697,5688285.423
