stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,90.623,2.023,0.000,0,9,3049078323.542,231459253.704,76
refined,154.425,2.023,0.000,0,9,3049078323.542,140228494.170,76
