stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,112.488,2.023,0.000,0,9,3255690226.018,202087295.765,76
refined,211.633,2.023,0.000,0,9,3255690226.018,110631069.336,76
