stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-1.638,-5.018,-2.090,-1.565,1.692,0.122,-1.884,1.719,-0.982,1686692862.739,1584,0,0,0.326
norefined,2,-1.167,-5.118,-2.189,-1.598,1.636,0.103,-1.870,1.681,-1.030,1121997492.733,1584,0,0,0.228
norefined,3,-0.710,-5.219,-2.288,-1.604,1.556,0.024,-1.796,1.627,-1.031,1103239342.690,1584,0,0,0.136
norefined,4,-1.184,-5.228,-2.247,-1.557,1.508,-0.069,-1.753,1.535,-1.012,1060037379.726,1584,0,0,0.226
norefined,5,-0.721,-5.327,-2.336,-1.561,1.442,-0.138,-1.673,1.483,-1.003,1025274615.049,1584,0,0,0.135
norefined,6,-1.194,-5.335,-2.293,-1.501,1.398,-0.223,-1.623,1.391,-0.973,1000650439.621,1584,0,0,0.224
norefined,7,-0.728,-5.432,-2.376,-1.503,1.340,-0.284,-1.538,1.338,-0.957,958625665.241,1584,0,0,0.134
norefined,8,-1.201,-5.436,-2.334,-1.433,1.299,-0.356,-1.482,1.247,-0.920,944081271.179,1584,0,0,0.221
norefined,9,-0.735,-5.531,-2.413,-1.434,1.246,-0.408,-1.392,1.192,-0.899,900654100.868,1584,0,0,0.133
norefined,10,-1.209,-5.530,-2.370,-1.357,1.205,-0.463,-1.334,1.106,-0.861,892404237.448,1584,0,0,0.219
refined,11,-1.209,-5.530,-2.370,-1.357,1.205,-0.463,-1.334,1.106,-0.861,892404237.448,1584,0,0,0.219
refined,12,-0.338,-3.328,-1.384,0.238,-1.471,-0.091,1.126,0.546,0.634,965855350.010,1584,0,0,0.101
refined,13,-0.422,-2.775,-1.077,-0.160,0.055,-0.192,0.416,0.335,-0.299,521679114.386,1584,0,0,0.152
refined,14,-0.549,-3.602,-1.456,-0.197,-0.115,-0.220,0.513,0.428,-0.223,503989776.662,1584,0,0,0.152
refined,15,-0.606,-3.950,-1.619,-0.250,-0.137,-0.203,0.525,0.440,-0.162,502910132.717,1584,0,0,0.153
refined,16,-0.614,-3.991,-1.645,-0.263,-0.128,-0.200,0.530,0.427,-0.150,502869817.886,1584,0,0,0.154
refined,17,-0.616,-4.002,-1.651,-0.264,-0.128,-0.199,0.531,0.425,-0.148,502868437.853,1584,0,0,0.154
refined,18,-0.617,-4.004,-1.652,-0.265,-0.127,-0.199,0.531,0.425,-0.147,502868390.928,1584,0,0,0.154
refined,19,-0.617,-4.004,-1.652,-0.265,-0.127,-0.199,0.531,0.425,-0.147,502868389.330,1584,0,0,0.154
refined,20,-0.617,-4.004,-1.652,-0.265,-0.127,-0.199,0.531,0.424,-0.147,502868389.275,1584,0,0,0.154
