attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.083,"[-1.555, -0.61]",0.473,-3.823,0.000,10.792,ngd,98,327214082.361,0.185,-1.000,-0.083,0,0,fn
c,-4.820,"[-7.022, -2.618]",2.202,-3.651,0.001,10.792,ngd,98,327214082.361,0.185,-6.000,1.180,0,0,fn
s,-2.741,"[-4.027, -1.455]",1.286,-3.554,0.001,10.792,ngd,98,327214082.361,0.185,-3.000,0.259,0,0,fn
k0,-1.310,"[-2.311, -0.31]",1.000,-2.185,0.032,10.792,ngd,98,327214082.361,0.185,0.000,-1.310,0,1,fp
k1,0.244,"[-0.366, 0.855]",0.610,0.668,0.507,10.792,ngd,98,327214082.361,0.185,0.000,0.244,0,0,fp
k2,0.845,"[0.124, 1.566]",0.721,1.955,0.055,10.792,ngd,98,327214082.361,0.185,0.000,0.845,0,1,fp
k3,-0.410,"[-1.055, 0.236]",0.646,-1.058,0.294,10.792,ngd,98,327214082.361,0.185,0.000,-0.410,0,0,fp
k4,0.664,"[-0.225, 1.553]",0.889,1.246,0.217,10.792,ngd,98,327214082.361,0.185,0.000,0.664,0,0,fp
k5,-1.235,"[-2.094, -0.376]",0.859,-2.398,0.019,10.792,ngd,98,327214082.361,0.185,0.000,-1.235,0,1,fp
vot,0.225,,,,,10.792,ngd,98,327214082.361,0.185,0.167,0.058,0,0,fn
tt,-12.496,"[-179.018, 154.025]",166.522,-0.125,0.901,11.842,lm,98,2147727917.933,0.473,-1.000,-11.496,1,0,fn
c,-9.972,"[-142.473, 122.529]",132.501,-0.126,0.900,11.842,lm,98,2147727917.933,0.473,-6.000,-3.972,1,0,fn
s,-7.369,"[-113.812, 99.073]",106.443,-0.115,0.908,11.842,lm,98,2147727917.933,0.473,-3.000,-4.369,1,0,fn
k0,-17.847,"[-217.406, 181.713]",199.559,-0.149,0.882,11.842,lm,98,2147727917.933,0.473,0.000,-17.847,0,0,fp
k1,-1.002,"[-82.906, 80.902]",81.904,-0.020,0.984,11.842,lm,98,2147727917.933,0.473,0.000,-1.002,0,0,fp
k2,20.021,"[-232.501, 272.543]",252.522,0.132,0.895,11.842,lm,98,2147727917.933,0.473,0.000,20.021,0,0,fp
k3,-12.591,"[-179.463, 154.28]",166.871,-0.126,0.900,11.842,lm,98,2147727917.933,0.473,0.000,-12.591,0,0,fp
k4,4.415,"[-83.055, 91.884]",87.469,0.084,0.933,11.842,lm,98,2147727917.933,0.473,0.000,4.415,0,0,fp
k5,-4.600,"[-72.547, 63.348]",67.947,-0.113,0.910,11.842,lm,98,2147727917.933,0.473,0.000,-4.600,0,0,fp
vot,1.253,,,,,11.842,lm,98,2147727917.933,0.473,0.167,1.086,0,0,fn
tt,-1.135,"[-1.498, -0.771]",0.364,-5.205,0.000,22.570,ngd+lm,98,161925285.731,0.130,-1.000,-0.135,0,0,fn
c,-5.931,"[-7.762, -4.1]",1.831,-5.403,0.000,22.570,ngd+lm,98,161925285.731,0.130,-6.000,0.069,0,0,fn
s,-3.441,"[-4.487, -2.395]",1.046,-5.488,0.000,22.570,ngd+lm,98,161925285.731,0.130,-3.000,-0.441,0,0,fn
k0,-0.569,"[-1.227, 0.089]",0.658,-1.443,0.154,22.570,ngd+lm,98,161925285.731,0.130,0.000,-0.569,0,0,fp
k1,0.638,"[0.119, 1.156]",0.519,2.051,0.044,22.570,ngd+lm,98,161925285.731,0.130,0.000,0.638,0,1,fp
k2,-0.213,"[-0.689, 0.264]",0.476,-0.745,0.459,22.570,ngd+lm,98,161925285.731,0.130,0.000,-0.213,0,0,fp
k3,-0.169,"[-0.675, 0.337]",0.506,-0.557,0.579,22.570,ngd+lm,98,161925285.731,0.130,0.000,-0.169,0,0,fp
k4,0.299,"[-0.384, 0.981]",0.683,0.731,0.468,22.570,ngd+lm,98,161925285.731,0.130,0.000,0.299,0,0,fp
k5,-0.423,"[-1.012, 0.166]",0.589,-1.197,0.235,22.570,ngd+lm,98,161925285.731,0.130,0.000,-0.423,0,0,fp
vot,0.191,,,,,22.570,ngd+lm,98,161925285.731,0.130,0.167,0.025,0,0,fn
