attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.932,"[-1.35, -0.514]",0.418,-3.715,0.000,5.538,ngd,42,269507365.431,0.166,-1.000,0.068,0,0,fn
c,-6.926,"[-9.862, -3.991]",2.935,-3.931,0.000,5.538,ngd,42,269507365.431,0.166,-6.000,-0.926,0,0,fn
s,-3.416,"[-4.939, -1.892]",1.524,-3.734,0.000,5.538,ngd,42,269507365.431,0.166,-3.000,-0.416,0,0,fn
vot,0.135,,,,,5.538,ngd,42,269507365.431,0.166,0.167,-0.032,0,0,fn
tt,0.114,"[-0.143, 0.37]",0.257,0.740,0.462,5.938,lm,42,1544095778.322,0.398,-1.000,1.114,1,0,fn
c,-7.142,"[-13.61, -0.674]",6.468,-1.840,0.070,5.938,lm,42,1544095778.322,0.398,-6.000,-1.142,0,0,fn
s,-2.973,"[-5.757, -0.188]",2.784,-1.779,0.079,5.938,lm,42,1544095778.322,0.398,-3.000,0.027,0,0,fn
vot,-0.016,,,,,5.938,lm,42,1544095778.322,0.398,0.167,-0.183,0,0,fn
tt,-0.785,"[-1.072, -0.497]",0.287,-4.547,0.000,11.517,ngd+lm,42,234727007.011,0.155,-1.000,0.215,0,0,fn
c,-4.789,"[-6.493, -3.085]",1.704,-4.682,0.000,11.517,ngd+lm,42,234727007.011,0.155,-6.000,1.211,0,0,fn
s,-2.501,"[-3.423, -1.578]",0.923,-4.515,0.000,11.517,ngd+lm,42,234727007.011,0.155,-3.000,0.499,0,0,fn
vot,0.164,,,,,11.517,ngd+lm,42,234727007.011,0.155,0.167,-0.003,0,0,fn
