stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.151,"[-1.781, -0.52]",0.630,-3.061,0.004
norefined,c,-5.956,"[-9.343, -2.569]",3.387,-2.950,0.005
norefined,s,-1.950,"[-3.131, -0.769]",1.181,-2.770,0.008
norefined,k0,0.725,"[-0.34, 1.79]",1.065,1.142,0.259
norefined,k1,-1.739,"[-3.328, -0.15]",1.589,-1.836,0.073
norefined,k2,-0.168,"[-1.327, 0.991]",1.159,-0.243,0.809
norefined,k3,-0.219,"[-1.287, 0.85]",1.068,-0.343,0.733
norefined,k4,-0.862,"[-2.498, 0.774]",1.636,-0.884,0.381
norefined,k5,-0.763,"[-1.647, 0.12]",0.883,-1.450,0.154
refined,tt,-1.454,"[-2.107, -0.802]",0.653,-3.738,0.000
refined,c,-8.719,"[-12.922, -4.515]",4.204,-3.479,0.001
refined,s,-4.285,"[-6.379, -2.191]",2.094,-3.431,0.001
refined,k0,0.235,"[-0.48, 0.95]",0.715,0.552,0.583
refined,k1,-1.074,"[-2.166, 0.018]",1.092,-1.650,0.106
refined,k2,-0.694,"[-1.502, 0.115]",0.808,-1.439,0.157
refined,k3,0.873,"[-0.151, 1.898]",1.025,1.429,0.159
refined,k4,-0.592,"[-1.681, 0.498]",1.089,-0.911,0.367
refined,k5,0.466,"[-0.114, 1.046]",0.580,1.349,0.184
