stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,66.617,1.857,0.000,38,0,9,1568751411.289,72378777.078
refined,108.364,1.857,0.000,38,0,9,1568751411.289,45300116.773
