stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.968,"[-2.564, 0.629]",1.596,-1.099,0.298
norefined,c,-6.389,"[-15.997, 3.218]",9.608,-1.205,0.256
norefined,s,-3.377,"[-8.875, 2.121]",5.498,-1.113,0.292
norefined,k0,0.619,"[-1.17, 2.409]",1.790,0.627,0.545
norefined,k1,-0.607,"[-2.483, 1.269]",1.876,-0.586,0.571
norefined,k2,-0.379,"[-2.628, 1.871]",2.249,-0.305,0.766
norefined,k3,1.542,"[-2.387, 5.471]",3.929,0.711,0.493
norefined,k4,1.307,"[-1.929, 4.542]",3.236,0.732,0.481
norefined,k5,0.084,"[-1.441, 1.608]",1.525,0.099,0.923
refined,tt,-0.833,"[-1.522, -0.145]",0.689,-2.194,0.053
refined,c,-5.278,"[-9.884, -0.672]",4.606,-2.077,0.065
refined,s,-2.259,"[-4.038, -0.48]",1.779,-2.302,0.044
refined,k0,-0.265,"[-1.102, 0.572]",0.837,-0.574,0.579
refined,k1,-0.432,"[-1.946, 1.082]",1.514,-0.517,0.616
refined,k2,0.784,"[-0.803, 2.372]",1.587,0.896,0.391
refined,k3,0.802,"[-1.375, 2.979]",2.177,0.668,0.519
refined,k4,0.250,"[-1.702, 2.201]",1.951,0.232,0.821
refined,k5,-0.763,"[-1.927, 0.401]",1.164,-1.188,0.262
