stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.921,-6.042,-3.313,1.577,-0.516,-0.713,1.657,1.527,0.828,129378427.901,0.152
norefined,2,-1.382,-6.037,-3.285,1.457,-0.557,-0.743,1.613,1.498,0.697,83387938.057,0.229
norefined,3,-1.053,-6.170,-3.321,1.196,-0.584,-0.614,1.596,1.452,0.509,71007136.443,0.171
norefined,4,-1.484,-6.176,-3.286,0.990,-0.606,-0.605,1.561,1.417,0.377,70577507.268,0.240
norefined,5,-1.008,-6.262,-3.353,0.949,-0.603,-0.530,1.560,1.393,0.319,60180127.902,0.161
norefined,6,-1.465,-6.251,-3.309,0.781,-0.619,-0.526,1.534,1.370,0.220,62756305.022,0.234
norefined,7,-0.983,-6.331,-3.371,0.764,-0.607,-0.452,1.545,1.347,0.186,53914461.234,0.155
norefined,8,-1.451,-6.312,-3.318,0.621,-0.622,-0.452,1.524,1.330,0.104,57846413.232,0.230
norefined,9,-0.968,-6.389,-3.377,0.619,-0.607,-0.379,1.542,1.307,0.084,49846477.391,0.151
norefined,10,-1.441,-6.367,-3.317,0.494,-0.622,-0.383,1.524,1.294,0.011,54421725.436,0.226
refined,11,-0.968,-6.389,-3.377,0.619,-0.607,-0.379,1.542,1.307,0.084,49846477.391,0.151
refined,12,-0.185,-1.511,0.232,-0.936,-0.062,1.261,-0.468,-0.107,-0.923,236941875.880,0.123
refined,13,-0.191,-0.223,-0.707,0.132,-0.171,0.337,0.024,-0.739,-0.221,73309425.735,0.854
refined,14,-0.307,-1.241,-0.873,-0.070,-0.329,0.453,0.212,-0.085,-0.271,42034682.937,0.247
refined,15,-0.425,-2.146,-1.217,-0.168,-0.341,0.523,0.336,0.247,-0.347,34124217.226,0.198
refined,16,-0.576,-3.386,-1.644,-0.248,-0.340,0.655,0.450,0.432,-0.488,27307464.090,0.170
refined,17,-0.717,-4.500,-1.983,-0.258,-0.388,0.790,0.593,0.324,-0.665,24409962.792,0.159
refined,18,-0.807,-5.107,-2.193,-0.255,-0.436,0.801,0.771,0.264,-0.750,23967792.974,0.158
refined,19,-0.830,-5.256,-2.248,-0.263,-0.433,0.789,0.798,0.253,-0.763,23939636.189,0.158
refined,20,-0.833,-5.278,-2.259,-0.265,-0.432,0.784,0.802,0.250,-0.763,23938361.947,0.158
