stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.921,-6.042,-3.313,1.577,-0.516,-0.713,1.657,1.527,0.828,605752820.576,0.152
norefined,2,-0.876,-6.220,-3.322,1.206,-0.564,-0.736,1.480,1.350,0.714,356461735.995,0.141
norefined,3,-1.026,-6.344,-3.337,0.832,-0.610,-0.753,1.315,1.178,0.601,209918307.238,0.162
norefined,4,-0.805,-6.496,-3.358,0.467,-0.626,-0.717,1.179,1.033,0.538,176966176.117,0.124
norefined,5,-1.280,-6.457,-3.368,0.355,-0.647,-0.724,1.143,0.968,0.476,193930445.271,0.198
norefined,6,-0.806,-6.568,-3.380,0.266,-0.639,-0.674,1.102,0.943,0.473,156305101.059,0.123
norefined,7,-1.291,-6.520,-3.387,0.191,-0.651,-0.676,1.078,0.885,0.420,174708700.123,0.198
norefined,8,-0.810,-6.624,-3.398,0.128,-0.645,-0.625,1.044,0.870,0.422,144998724.444,0.122
norefined,9,-1.299,-6.572,-3.402,0.076,-0.650,-0.625,1.025,0.816,0.374,163332310.085,0.198
norefined,10,-0.815,-6.672,-3.413,0.029,-0.645,-0.574,0.996,0.806,0.379,137768244.412,0.122
refined,11,-0.815,-6.672,-3.413,0.029,-0.645,-0.574,0.996,0.806,0.379,137768244.412,0.122
refined,12,-0.611,-2.974,-1.430,-0.455,0.185,1.404,-1.202,-0.093,-0.225,84994679.757,0.205
refined,13,-0.824,-4.538,-2.276,-0.492,-0.029,1.413,-0.817,0.020,-0.248,54003231.396,0.182
refined,14,-0.917,-5.102,-2.607,-0.469,-0.081,1.449,-0.800,0.127,-0.232,52854453.964,0.180
refined,15,-0.922,-5.126,-2.626,-0.468,-0.082,1.455,-0.814,0.128,-0.236,52845119.624,0.180
refined,16,-0.923,-5.133,-2.630,-0.468,-0.082,1.457,-0.815,0.128,-0.237,52845043.376,0.180
refined,17,-0.923,-5.133,-2.630,-0.468,-0.082,1.457,-0.815,0.128,-0.237,52845041.305,0.180
refined,18,-0.923,-5.133,-2.630,-0.468,-0.082,1.457,-0.816,0.128,-0.237,52845041.238,0.180
refined,19,-0.923,-5.133,-2.630,-0.468,-0.082,1.457,-0.816,0.128,-0.237,52845041.236,0.180
refined,20,-0.923,-5.133,-2.630,-0.468,-0.082,1.457,-0.816,0.128,-0.237,52845041.236,0.180
