attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.778,"[-1.077, -0.479]",0.299,-4.336,0.000,5.595,ngd,83,351988506.547,0.189,-1.000,0.222,0,0,fn
c,-6.023,"[-8.224, -3.822]",2.201,-4.559,0.000,5.595,ngd,83,351988506.547,0.189,-6.000,-0.023,0,0,fn
s,-2.641,"[-3.572, -1.71]",0.931,-4.725,0.000,5.595,ngd,83,351988506.547,0.189,-3.000,0.359,0,0,fn
vot,0.129,,,,,5.595,ngd,83,351988506.547,0.189,0.167,-0.038,0,0,fn
tt,-0.061,"[-0.276, 0.154]",0.215,-0.472,0.639,6.053,lm,83,2075223667.299,0.460,-1.000,0.939,1,0,fn
c,-6.338,"[-11.795, -0.88]",5.458,-1.935,0.057,6.053,lm,83,2075223667.299,0.460,-6.000,-0.338,0,0,fn
s,-1.740,"[-3.186, -0.295]",1.446,-2.005,0.049,6.053,lm,83,2075223667.299,0.460,-3.000,1.260,0,0,fn
vot,0.010,,,,,6.053,lm,83,2075223667.299,0.460,0.167,-0.157,0,0,fn
tt,-0.821,"[-1.035, -0.607]",0.214,-6.395,0.000,11.810,ngd+lm,83,176696110.750,0.134,-1.000,0.179,0,0,fn
c,-4.341,"[-5.524, -3.157]",1.183,-6.111,0.000,11.810,ngd+lm,83,176696110.750,0.134,-6.000,1.659,0,0,fn
s,-2.337,"[-2.934, -1.739]",0.597,-6.518,0.000,11.810,ngd+lm,83,176696110.750,0.134,-3.000,0.663,0,0,fn
vot,0.189,,,,,11.810,ngd+lm,83,176696110.750,0.134,0.167,0.023,0,0,fn
