stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,63.489,2.023,0.000,0,9,2749955622.808,288607480.771,76
refined,185.123,2.023,0.000,0,9,2749955622.808,106310176.281,76
