stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.753,"[-1.157, -0.35]",0.403,-3.729,0.000
norefined,c,-5.955,"[-8.932, -2.979]",2.976,-3.994,0.000
norefined,s,-3.968,"[-6.162, -1.775]",2.193,-3.611,0.001
norefined,k0,-1.313,"[-2.203, -0.424]",0.890,-2.946,0.004
norefined,k1,-1.462,"[-3.014, 0.091]",1.552,-1.880,0.065
norefined,k2,1.118,"[0.133, 2.103]",0.985,2.265,0.027
norefined,k3,0.747,"[-0.613, 2.106]",1.359,1.096,0.277
norefined,k4,0.399,"[-0.748, 1.545]",1.147,0.695,0.490
norefined,k5,-0.510,"[-1.99, 0.971]",1.480,-0.687,0.494
refined,tt,-1.017,"[-1.328, -0.705]",0.311,-6.518,0.000
refined,c,-6.402,"[-8.158, -4.647]",1.755,-7.281,0.000
refined,s,-2.991,"[-3.982, -2.001]",0.990,-6.031,0.000
refined,k0,0.134,"[-0.207, 0.474]",0.341,0.784,0.436
refined,k1,0.138,"[-0.503, 0.778]",0.641,0.430,0.669
refined,k2,0.673,"[0.255, 1.091]",0.418,3.213,0.002
refined,k3,-0.224,"[-0.888, 0.44]",0.664,-0.675,0.502
refined,k4,0.070,"[-0.454, 0.593]",0.523,0.266,0.791
refined,k5,-0.439,"[-1.276, 0.397]",0.837,-1.049,0.298
