stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.372,"[-2.237, -0.507]",0.865,-3.167,0.002
norefined,c,-8.071,"[-13.025, -3.118]",4.953,-3.253,0.002
norefined,s,-3.220,"[-5.276, -1.164]",2.056,-3.126,0.003
norefined,k0,-1.116,"[-2.273, 0.042]",1.158,-1.924,0.059
norefined,k1,0.619,"[-0.387, 1.626]",1.007,1.229,0.224
norefined,k2,0.735,"[-0.125, 1.595]",0.860,1.706,0.093
norefined,k3,1.130,"[0.181, 2.08]",0.950,2.376,0.020
norefined,k4,0.171,"[-1.096, 1.439]",1.268,0.270,0.788
norefined,k5,-1.775,"[-3.467, -0.082]",1.693,-2.093,0.040
refined,tt,-0.806,"[-1.082, -0.529]",0.276,-5.823,0.000
refined,c,-5.046,"[-6.641, -3.451]",1.595,-6.314,0.000
refined,s,-2.501,"[-3.33, -1.672]",0.829,-6.023,0.000
refined,k0,-0.042,"[-0.475, 0.391]",0.433,-0.194,0.846
refined,k1,0.008,"[-0.461, 0.477]",0.469,0.033,0.974
refined,k2,0.218,"[-0.188, 0.624]",0.406,1.071,0.288
refined,k3,0.202,"[-0.241, 0.646]",0.443,0.911,0.366
refined,k4,-0.547,"[-1.086, -0.008]",0.539,-2.024,0.047
refined,k5,0.161,"[-0.296, 0.619]",0.457,0.705,0.483
