stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.408,"[-2.441, -0.374]",1.034,-2.719,0.008
norefined,c,-8.279,"[-13.953, -2.606]",5.674,-2.913,0.005
norefined,s,-3.017,"[-5.297, -0.737]",2.280,-2.641,0.010
norefined,k0,-0.820,"[-1.881, 0.24]",1.061,-1.544,0.127
norefined,k1,0.489,"[-0.425, 1.403]",0.914,1.068,0.289
norefined,k2,0.515,"[-0.259, 1.288]",0.774,1.328,0.189
norefined,k3,1.136,"[0.312, 1.96]",0.824,2.753,0.008
norefined,k4,0.431,"[-0.754, 1.616]",1.185,0.726,0.470
norefined,k5,-1.426,"[-2.735, -0.116]",1.309,-2.173,0.033
refined,tt,-1.419,"[-1.949, -0.888]",0.530,-5.339,0.000
refined,c,-8.434,"[-11.451, -5.418]",3.017,-5.581,0.000
refined,s,-3.642,"[-5.03, -2.254]",1.388,-5.236,0.000
refined,k0,0.535,"[-0.195, 1.266]",0.730,1.463,0.148
refined,k1,0.256,"[-0.348, 0.859]",0.603,0.846,0.401
refined,k2,-0.690,"[-1.268, -0.112]",0.578,-2.385,0.020
refined,k3,0.427,"[-0.1, 0.954]",0.527,1.617,0.111
refined,k4,0.238,"[-0.475, 0.951]",0.713,0.667,0.507
refined,k5,-0.037,"[-0.618, 0.545]",0.581,-0.126,0.900
