stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.464,"[-2.26, -0.668]",0.796,-3.670,0.000
norefined,c,-8.088,"[-12.432, -3.744]",4.344,-3.716,0.000
norefined,s,-3.246,"[-5.086, -1.407]",1.840,-3.522,0.001
norefined,k0,-0.964,"[-1.932, 0.004]",0.968,-1.987,0.051
norefined,k1,0.737,"[-0.221, 1.694]",0.957,1.536,0.129
norefined,k2,0.733,"[-0.021, 1.487]",0.754,1.941,0.056
norefined,k3,0.949,"[0.202, 1.695]",0.746,2.537,0.013
norefined,k4,0.402,"[-0.794, 1.599]",1.196,0.672,0.504
norefined,k5,-1.467,"[-2.619, -0.315]",1.152,-2.541,0.013
refined,tt,-0.881,"[-1.098, -0.665]",0.217,-8.119,0.000
refined,c,-5.329,"[-6.567, -4.091]",1.238,-8.593,0.000
refined,s,-2.658,"[-3.317, -1.999]",0.659,-8.054,0.000
refined,k0,0.128,"[-0.21, 0.466]",0.338,0.756,0.452
refined,k1,0.198,"[-0.163, 0.559]",0.361,1.096,0.277
refined,k2,0.148,"[-0.144, 0.44]",0.292,1.012,0.315
refined,k3,-0.009,"[-0.329, 0.31]",0.320,-0.058,0.954
refined,k4,0.033,"[-0.37, 0.437]",0.403,0.165,0.869
refined,k5,-0.172,"[-0.496, 0.153]",0.324,-1.056,0.295
