stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,77.881,2.023,0.000,76,0,9,2775022925.117,242115014.109
refined,274.551,2.023,0.000,76,0,9,2775022925.117,73258223.156
