stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.813,"[-2.01, 0.383]",1.196,-1.232,0.246
norefined,c,-6.462,"[-15.494, 2.57]",9.032,-1.297,0.224
norefined,s,-2.368,"[-5.804, 1.068]",3.436,-1.249,0.240
norefined,k0,-0.372,"[-1.828, 1.085]",1.456,-0.463,0.654
norefined,k1,-0.103,"[-1.827, 1.621]",1.724,-0.109,0.916
norefined,k2,0.509,"[-1.924, 2.943]",2.434,0.379,0.712
norefined,k3,0.705,"[-1.73, 3.14]",2.435,0.525,0.611
norefined,k4,0.371,"[-1.395, 2.137]",1.766,0.381,0.711
norefined,k5,-0.233,"[-3.22, 2.755]",2.988,-0.141,0.891
refined,tt,-1.605,"[-3.094, -0.115]",1.490,-1.952,0.079
refined,c,-8.426,"[-15.928, -0.923]",7.502,-2.035,0.069
refined,s,-3.845,"[-7.541, -0.15]",3.695,-1.886,0.089
refined,k0,-0.208,"[-1.863, 1.446]",1.654,-0.228,0.824
refined,k1,0.147,"[-0.999, 1.293]",1.146,0.233,0.821
refined,k2,1.030,"[-1.297, 3.357]",2.327,0.802,0.441
refined,k3,-0.753,"[-2.979, 1.474]",2.227,-0.613,0.554
refined,k4,0.642,"[-0.843, 2.126]",1.485,0.784,0.451
refined,k5,-1.917,"[-5.01, 1.176]",3.093,-1.123,0.288
