stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,101.789,1.857,0.000,0,9,1646534446.886,50523093.775,38
refined,206.243,1.857,0.000,0,9,1646534446.886,25328845.225,38
