stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.059,"[-2.028, -0.089]",0.970,-1.820,0.073
norefined,c,-7.961,"[-14.204, -1.718]",6.243,-2.127,0.037
norefined,s,-3.560,"[-6.679, -0.441]",3.119,-1.904,0.061
norefined,k0,-1.746,"[-3.491, -0.001]",1.745,-1.669,0.100
norefined,k1,0.975,"[-0.549, 2.499]",1.524,1.067,0.290
norefined,k2,-0.743,"[-2.141, 0.656]",1.398,-0.886,0.379
norefined,k3,0.733,"[-0.651, 2.117]",1.384,0.883,0.380
norefined,k4,-1.172,"[-2.582, 0.237]",1.409,-1.387,0.170
norefined,k5,-0.297,"[-2.0, 1.406]",1.703,-0.291,0.772
refined,tt,-1.425,"[-2.417, -0.433]",0.992,-2.395,0.019
refined,c,-6.791,"[-11.391, -2.191]",4.600,-2.462,0.016
refined,s,-4.109,"[-7.054, -1.163]",2.946,-2.327,0.023
refined,k0,-0.469,"[-1.661, 0.722]",1.191,-0.657,0.514
refined,k1,-1.078,"[-2.561, 0.405]",1.483,-1.213,0.229
refined,k2,-1.030,"[-2.405, 0.345]",1.375,-1.249,0.216
refined,k3,-0.620,"[-1.79, 0.55]",1.170,-0.884,0.380
refined,k4,-0.437,"[-1.478, 0.604]",1.041,-0.701,0.486
refined,k5,0.573,"[-1.039, 2.185]",1.612,0.593,0.555
