stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,34.887,1.727,0.000,0,9,2696873242.199,474274494.768,76
refined,59.580,1.727,0.000,0,9,2696873242.199,299544400.090,76
