stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.031,-6.709,-3.843,1.768,0.446,0.107,1.990,-1.539,-0.184,223054192.819,0.303
norefined,2,-1.680,-6.867,-3.916,1.717,0.463,-0.073,1.756,-1.466,-0.164,152180334.132,0.245
norefined,3,-1.316,-7.012,-3.964,1.631,0.469,-0.248,1.536,-1.395,-0.220,107514887.706,0.188
norefined,4,-1.012,-7.145,-3.989,1.477,0.481,-0.388,1.277,-1.283,-0.345,87607594.807,0.142
norefined,5,-1.201,-7.225,-3.893,1.253,0.417,-0.566,1.019,-1.246,-0.556,76656306.621,0.166
norefined,6,-0.770,-7.289,-3.937,1.143,0.434,-0.588,0.878,-1.107,-0.634,69060663.844,0.106
norefined,7,-1.173,-7.296,-3.834,0.987,0.393,-0.702,0.781,-1.146,-0.796,69930062.048,0.161
norefined,8,-0.730,-7.305,-3.966,0.948,0.430,-0.626,0.738,-0.989,-0.770,65066059.896,0.100
norefined,9,-1.188,-7.301,-3.861,0.840,0.413,-0.696,0.721,-1.037,-0.869,68077154.904,0.163
norefined,10,-0.739,-7.312,-3.980,0.819,0.450,-0.613,0.702,-0.889,-0.815,63244091.557,0.101
refined,11,-0.739,-7.312,-3.980,0.819,0.450,-0.613,0.702,-0.889,-0.815,63244091.557,0.101
refined,12,-0.618,-3.416,-1.551,-0.667,0.172,0.005,0.447,0.334,-0.125,63420529.490,0.181
refined,13,-0.588,-3.737,-1.881,-0.087,0.343,-0.300,0.340,0.063,-0.227,45030134.110,0.157
refined,14,-0.596,-3.897,-2.008,-0.094,0.350,-0.353,0.416,0.012,-0.241,44619427.001,0.153
refined,15,-0.598,-3.912,-2.022,-0.090,0.349,-0.364,0.421,0.007,-0.241,44612901.241,0.153
refined,16,-0.599,-3.916,-2.025,-0.091,0.349,-0.365,0.421,0.007,-0.241,44612780.272,0.153
refined,17,-0.599,-3.916,-2.025,-0.091,0.349,-0.365,0.421,0.007,-0.241,44612777.435,0.153
refined,18,-0.599,-3.916,-2.025,-0.091,0.349,-0.365,0.421,0.007,-0.241,44612777.365,0.153
refined,19,-0.599,-3.916,-2.025,-0.091,0.349,-0.365,0.421,0.007,-0.241,44612777.364,0.153
refined,20,-0.599,-3.916,-2.025,-0.091,0.349,-0.365,0.421,0.007,-0.241,44612777.363,0.153
