stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,83.423,1.857,0.000,38,0,9,1700623486.229,63244091.557
refined,119.608,1.857,0.000,38,0,9,1700623486.229,44612777.364
