stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.310,"[-5.13, 2.511]",3.821,-0.621,0.548
norefined,c,-7.301,"[-33.767, 19.164]",26.466,-0.500,0.628
norefined,s,-3.805,"[-15.541, 7.93]",11.735,-0.588,0.570
norefined,k0,-0.230,"[-3.825, 3.365]",3.595,-0.116,0.910
norefined,k1,0.577,"[-2.908, 4.062]",3.485,0.300,0.770
norefined,k2,-0.164,"[-3.047, 2.719]",2.883,-0.103,0.920
norefined,k3,0.141,"[-2.563, 2.846]",2.705,0.095,0.926
norefined,k4,-0.321,"[-3.36, 2.719]",3.040,-0.191,0.852
norefined,k5,-0.663,"[-4.619, 3.292]",3.956,-0.304,0.767
refined,tt,-0.621,"[-1.429, 0.188]",0.808,-1.392,0.194
refined,c,-4.352,"[-10.84, 2.136]",6.488,-1.216,0.252
refined,s,-2.165,"[-4.582, 0.251]",2.417,-1.624,0.135
refined,k0,-0.801,"[-2.701, 1.099]",1.900,-0.764,0.463
refined,k1,0.552,"[-0.513, 1.618]",1.066,0.939,0.370
refined,k2,-0.043,"[-1.084, 0.999]",1.042,-0.074,0.942
refined,k3,0.617,"[-0.887, 2.122]",1.504,0.744,0.474
refined,k4,0.233,"[-1.012, 1.478]",1.245,0.339,0.742
refined,k5,-0.311,"[-1.975, 1.353]",1.664,-0.339,0.742
