stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,30.311,2.347,0.000,19,0,9,1088958968.874,38506171.501
refined,39.166,2.347,0.000,19,0,9,1088958968.874,30040479.379
