stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.138,"[-1.903, -0.374]",0.764,-2.484,0.015
norefined,c,-5.736,"[-9.605, -1.868]",3.868,-2.473,0.016
norefined,s,-3.235,"[-5.49, -0.98]",2.255,-2.393,0.020
norefined,k0,-1.552,"[-3.209, 0.105]",1.657,-1.562,0.123
norefined,k1,0.772,"[-0.607, 2.15]",1.379,0.934,0.354
norefined,k2,1.536,"[0.098, 2.973]",1.437,1.782,0.079
norefined,k3,-1.151,"[-2.6, 0.298]",1.449,-1.325,0.190
norefined,k4,-0.336,"[-1.33, 0.659]",0.994,-0.563,0.575
norefined,k5,-0.071,"[-1.115, 0.972]",1.044,-0.114,0.910
refined,tt,-0.742,"[-1.126, -0.358]",0.384,-3.225,0.002
refined,c,-4.211,"[-6.318, -2.103]",2.107,-3.333,0.001
refined,s,-2.385,"[-3.602, -1.169]",1.217,-3.270,0.002
refined,k0,0.094,"[-0.49, 0.678]",0.584,0.269,0.789
refined,k1,0.261,"[-0.472, 0.994]",0.733,0.593,0.555
refined,k2,0.359,"[-0.196, 0.913]",0.555,1.078,0.285
refined,k3,-0.094,"[-0.806, 0.619]",0.713,-0.219,0.827
refined,k4,0.131,"[-0.538, 0.801]",0.669,0.328,0.744
refined,k5,-0.174,"[-0.802, 0.454]",0.628,-0.461,0.646
