stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,31.714,2.347,0.000,0,9,792145157.207,26813719.748,19
refined,109.965,2.347,0.000,0,9,792145157.207,7923963.946,19
