stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.059,"[-1.852, -0.267]",0.793,-2.271,0.031
norefined,c,-6.340,"[-10.422, -2.259]",4.081,-2.640,0.013
norefined,s,-4.165,"[-6.561, -1.769]",2.396,-2.954,0.006
norefined,k0,1.070,"[-0.057, 2.198]",1.127,1.613,0.118
norefined,k1,-1.838,"[-3.696, 0.019]",1.858,-1.681,0.103
norefined,k2,-1.065,"[-2.19, 0.06]",1.125,-1.609,0.118
norefined,k3,1.042,"[-0.116, 2.2]",1.158,1.529,0.137
norefined,k4,0.838,"[-0.371, 2.047]",1.209,1.177,0.249
norefined,k5,0.428,"[-1.41, 2.267]",1.838,0.396,0.695
refined,tt,-1.112,"[-1.604, -0.619]",0.493,-3.834,0.001
refined,c,-5.940,"[-8.41, -3.469]",2.470,-4.085,0.000
refined,s,-3.204,"[-4.468, -1.941]",1.264,-4.308,0.000
refined,k0,0.691,"[0.061, 1.32]",0.629,1.865,0.072
refined,k1,-0.881,"[-1.709, -0.052]",0.829,-1.806,0.081
refined,k2,-0.112,"[-0.591, 0.368]",0.479,-0.396,0.695
refined,k3,0.167,"[-0.339, 0.674]",0.506,0.562,0.579
refined,k4,0.278,"[-0.405, 0.961]",0.683,0.691,0.495
refined,k5,0.563,"[-0.339, 1.465]",0.902,1.061,0.298
