stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.221,"[-1.884, -0.557]",0.663,-3.070,0.003
norefined,c,-7.056,"[-10.662, -3.45]",3.606,-3.264,0.002
norefined,s,-3.792,"[-5.907, -1.676]",2.116,-2.989,0.004
norefined,k0,-1.034,"[-2.272, 0.204]",1.238,-1.394,0.168
norefined,k1,-0.053,"[-1.338, 1.232]",1.285,-0.069,0.945
norefined,k2,0.407,"[-0.539, 1.352]",0.946,0.718,0.475
norefined,k3,0.140,"[-0.929, 1.21]",1.069,0.219,0.827
norefined,k4,0.213,"[-0.582, 1.008]",0.795,0.447,0.656
norefined,k5,0.660,"[-0.566, 1.887]",1.227,0.898,0.373
refined,tt,-1.036,"[-1.552, -0.52]",0.516,-3.350,0.001
refined,c,-6.185,"[-8.98, -3.389]",2.795,-3.690,0.000
refined,s,-2.884,"[-4.241, -1.528]",1.356,-3.547,0.001
refined,k0,-0.577,"[-1.551, 0.398]",0.975,-0.987,0.327
refined,k1,0.139,"[-0.837, 1.115]",0.976,0.238,0.813
refined,k2,0.480,"[-0.591, 1.551]",1.071,0.748,0.457
refined,k3,0.044,"[-0.868, 0.955]",0.912,0.080,0.937
refined,k4,0.304,"[-0.376, 0.984]",0.680,0.746,0.458
refined,k5,-0.741,"[-1.806, 0.325]",1.065,-1.160,0.250
