stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.530,"[-2.198, -0.863]",0.668,-3.823,0.000
norefined,c,-7.035,"[-10.08, -3.991]",3.045,-3.854,0.000
norefined,s,-3.785,"[-5.416, -2.154]",1.631,-3.871,0.000
norefined,k0,-0.832,"[-1.862, 0.198]",1.030,-1.347,0.182
norefined,k1,-0.029,"[-1.119, 1.061]",1.090,-0.044,0.965
norefined,k2,0.241,"[-0.79, 1.273]",1.031,0.391,0.697
norefined,k3,0.063,"[-0.851, 0.977]",0.914,0.114,0.909
norefined,k4,0.555,"[-0.216, 1.327]",0.772,1.200,0.234
norefined,k5,0.779,"[-0.273, 1.831]",1.052,1.236,0.221
refined,tt,-0.970,"[-1.334, -0.607]",0.363,-4.456,0.000
refined,c,-6.307,"[-8.471, -4.142]",2.164,-4.860,0.000
refined,s,-3.075,"[-4.207, -1.942]",1.133,-4.527,0.000
refined,k0,0.084,"[-0.603, 0.77]",0.686,0.203,0.840
refined,k1,0.117,"[-0.688, 0.923]",0.806,0.242,0.809
refined,k2,-0.366,"[-0.909, 0.176]",0.542,-1.126,0.264
refined,k3,-0.089,"[-0.826, 0.649]",0.737,-0.200,0.842
refined,k4,0.280,"[-0.218, 0.779]",0.499,0.938,0.351
refined,k5,-0.109,"[-0.924, 0.707]",0.816,-0.222,0.825
