stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.758,"[-1.404, -0.112]",0.646,-1.958,0.054
norefined,c,-6.710,"[-12.368, -1.052]",5.658,-1.978,0.052
norefined,s,-2.884,"[-5.22, -0.548]",2.336,-2.059,0.043
norefined,k0,-1.760,"[-4.226, 0.707]",2.466,-1.190,0.238
norefined,k1,0.567,"[-1.053, 2.187]",1.620,0.584,0.561
norefined,k2,1.465,"[-0.688, 3.618]",2.153,1.135,0.260
norefined,k3,-1.112,"[-2.541, 0.317]",1.429,-1.298,0.199
norefined,k4,0.636,"[-1.017, 2.288]",1.652,0.642,0.523
norefined,k5,-0.121,"[-1.276, 1.033]",1.154,-0.175,0.861
refined,tt,-1.402,"[-2.459, -0.346]",1.056,-2.214,0.030
refined,c,-8.405,"[-14.241, -2.569]",5.836,-2.402,0.019
refined,s,-4.225,"[-7.408, -1.043]",3.182,-2.214,0.030
refined,k0,0.747,"[-0.683, 2.178]",1.430,0.871,0.387
refined,k1,-0.463,"[-1.771, 0.846]",1.308,-0.590,0.557
refined,k2,-0.197,"[-1.607, 1.214]",1.410,-0.232,0.817
refined,k3,-0.471,"[-1.591, 0.65]",1.120,-0.701,0.486
refined,k4,0.839,"[-0.865, 2.544]",1.704,0.822,0.414
refined,k5,-0.924,"[-2.074, 0.225]",1.149,-1.341,0.184
