stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.904,"[-1.902, 0.094]",0.998,-1.809,0.075
norefined,c,-7.239,"[-14.75, 0.273]",7.511,-1.924,0.059
norefined,s,-3.326,"[-7.146, 0.494]",3.820,-1.738,0.087
norefined,k0,0.986,"[-1.622, 3.594]",2.608,0.755,0.453
norefined,k1,0.773,"[-1.641, 3.187]",2.414,0.639,0.525
norefined,k2,0.244,"[-1.548, 2.037]",1.793,0.272,0.786
norefined,k3,0.753,"[-0.716, 2.221]",1.468,1.023,0.310
norefined,k4,-1.208,"[-3.858, 1.443]",2.650,-0.909,0.366
norefined,k5,0.422,"[-1.565, 2.409]",1.987,0.424,0.673
refined,tt,-0.155,"[-0.208, -0.102]",0.053,-5.842,0.000
refined,c,-0.921,"[-1.265, -0.578]",0.344,-5.354,0.000
refined,s,-0.254,"[-0.491, -0.018]",0.236,-2.148,0.035
refined,k0,0.194,"[-0.093, 0.482]",0.288,1.349,0.182
refined,k1,0.185,"[-0.136, 0.506]",0.321,1.149,0.255
refined,k2,0.319,"[0.002, 0.636]",0.317,2.011,0.048
refined,k3,0.039,"[-0.187, 0.265]",0.226,0.345,0.731
refined,k4,-0.065,"[-0.357, 0.227]",0.292,-0.445,0.658
refined,k5,-0.111,"[-0.437, 0.215]",0.326,-0.680,0.499
