stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-1.128,-6.643,-3.159,1.825,0.689,-0.765,1.945,-1.703,1.796,637249647.171,1584,0,0,0.170
norefined,2,-0.821,-6.765,-3.300,1.644,0.677,-0.711,1.747,-1.767,1.593,508114927.008,1584,0,0,0.121
norefined,3,-1.031,-6.844,-3.426,1.421,0.585,-0.593,1.457,-1.785,1.428,429067485.436,1584,0,0,0.151
norefined,4,-0.741,-6.973,-3.503,1.268,0.552,-0.417,1.223,-1.708,1.262,383392058.226,1584,0,0,0.106
norefined,5,-1.155,-7.008,-3.497,1.157,0.450,-0.286,1.068,-1.604,1.213,362970147.579,1584,0,0,0.165
norefined,6,-0.750,-7.123,-3.509,1.081,0.451,-0.113,0.956,-1.494,1.106,334365514.940,1584,0,0,0.105
norefined,7,-1.207,-7.134,-3.450,1.020,0.367,-0.019,0.868,-1.398,1.084,326127232.721,1584,0,0,0.169
norefined,8,-0.766,-7.228,-3.470,0.950,0.375,0.119,0.783,-1.307,1.000,304447451.674,1584,0,0,0.106
norefined,9,-1.236,-7.228,-3.388,0.907,0.306,0.193,0.727,-1.222,0.984,303509857.505,1584,0,0,0.171
norefined,10,-0.773,-7.301,-3.433,0.835,0.314,0.289,0.654,-1.154,0.924,286627812.978,1584,0,0,0.106
refined,11,-0.773,-7.301,-3.433,0.835,0.314,0.289,0.654,-1.154,0.924,286627812.978,1584,0,0,0.106
refined,12,-0.619,-3.779,-1.647,-0.544,0.112,0.348,0.074,0.461,0.070,272723205.692,1584,0,0,0.164
refined,13,-0.556,-3.954,-1.760,-0.112,0.109,0.661,0.239,-0.227,0.289,222345356.235,1584,0,0,0.141
refined,14,-0.582,-4.188,-1.857,-0.090,0.100,0.657,0.267,-0.261,0.326,221742088.591,1584,0,0,0.139
refined,15,-0.602,-4.333,-1.924,-0.088,0.100,0.644,0.270,-0.260,0.338,221536420.740,1584,0,0,0.139
refined,16,-0.616,-4.433,-1.969,-0.086,0.102,0.635,0.270,-0.258,0.345,221450363.900,1584,0,0,0.139
refined,17,-0.625,-4.498,-1.999,-0.085,0.103,0.629,0.271,-0.257,0.350,221416934.996,1584,0,0,0.139
refined,18,-0.630,-4.538,-2.017,-0.084,0.104,0.626,0.271,-0.255,0.353,221404587.540,1584,0,0,0.139
refined,19,-0.634,-4.563,-2.028,-0.084,0.105,0.623,0.271,-0.255,0.354,221400169.382,1584,0,0,0.139
refined,20,-0.636,-4.577,-2.035,-0.084,0.105,0.622,0.271,-0.254,0.355,221398618.887,1584,0,0,0.139
