stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.389,"[-2.647, -0.13]",1.259,-2.202,0.031
norefined,c,-7.638,"[-14.323, -0.953]",6.685,-2.281,0.026
norefined,s,-4.123,"[-7.855, -0.391]",3.732,-2.205,0.031
norefined,k0,0.215,"[-1.684, 2.114]",1.899,0.226,0.822
norefined,k1,-0.242,"[-1.958, 1.475]",1.717,-0.281,0.779
norefined,k2,0.566,"[-1.101, 2.233]",1.667,0.678,0.500
norefined,k3,-0.012,"[-2.53, 2.507]",2.518,-0.009,0.993
norefined,k4,-0.398,"[-2.278, 1.482]",1.880,-0.423,0.674
norefined,k5,-0.050,"[-1.473, 1.374]",1.423,-0.070,0.945
refined,tt,-1.489,"[-2.755, -0.223]",1.266,-2.347,0.022
refined,c,-6.743,"[-12.085, -1.401]",5.342,-2.520,0.014
refined,s,-3.939,"[-7.206, -0.673]",3.267,-2.407,0.019
refined,k0,-0.669,"[-2.759, 1.421]",2.090,-0.639,0.525
refined,k1,-0.098,"[-1.581, 1.384]",1.483,-0.132,0.895
refined,k2,1.198,"[-0.786, 3.181]",1.984,1.205,0.232
refined,k3,-0.181,"[-2.349, 1.986]",2.168,-0.167,0.868
refined,k4,-0.879,"[-2.741, 0.984]",1.863,-0.941,0.350
refined,k5,-0.301,"[-1.535, 0.933]",1.234,-0.487,0.628
