stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,28.063,1.727,0.000,0,9,3420475836.159,717134229.020,76
refined,37.014,1.727,0.000,0,9,3420475836.159,572752130.887,76
