stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,46.112,1.857,0.000,38,0,9,1366397417.947,89244968.029
refined,132.332,1.857,0.000,38,0,9,1366397417.947,32480215.736
