stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.928,"[-1.553, -0.303]",0.625,-2.478,0.016
norefined,c,-5.147,"[-8.683, -1.61]",3.537,-2.427,0.018
norefined,s,-2.815,"[-4.677, -0.953]",1.862,-2.521,0.014
norefined,k0,0.070,"[-0.97, 1.109]",1.039,0.112,0.911
norefined,k1,1.105,"[-0.038, 2.247]",1.142,1.613,0.112
norefined,k2,-1.145,"[-2.393, 0.104]",1.249,-1.529,0.131
norefined,k3,-1.107,"[-2.147, -0.067]",1.040,-1.775,0.081
norefined,k4,1.228,"[0.136, 2.321]",1.093,1.875,0.065
norefined,k5,-0.130,"[-0.91, 0.649]",0.780,-0.279,0.781
refined,tt,-1.058,"[-1.559, -0.556]",0.502,-3.517,0.001
refined,c,-5.583,"[-8.165, -3.001]",2.582,-3.607,0.001
refined,s,-2.995,"[-4.453, -1.537]",1.458,-3.426,0.001
refined,k0,1.292,"[0.321, 2.263]",0.971,2.219,0.030
refined,k1,0.398,"[-0.272, 1.067]",0.670,0.991,0.325
refined,k2,0.142,"[-0.499, 0.784]",0.642,0.370,0.712
refined,k3,0.077,"[-0.395, 0.549]",0.472,0.271,0.787
refined,k4,0.163,"[-0.343, 0.669]",0.506,0.537,0.593
refined,k5,-0.757,"[-1.377, -0.137]",0.620,-2.038,0.046
