stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.314,"[-2.375, -0.253]",1.061,-2.245,0.049
norefined,c,-5.689,"[-11.326, -0.052]",5.637,-1.829,0.097
norefined,s,-2.392,"[-4.721, -0.062]",2.330,-1.860,0.092
norefined,k0,-0.262,"[-2.051, 1.527]",1.789,-0.265,0.796
norefined,k1,-0.337,"[-1.869, 1.195]",1.532,-0.399,0.699
norefined,k2,-0.713,"[-2.815, 1.39]",2.103,-0.614,0.553
norefined,k3,-1.961,"[-4.505, 0.582]",2.543,-1.398,0.192
norefined,k4,0.411,"[-1.434, 2.257]",1.845,0.404,0.695
norefined,k5,0.598,"[-0.853, 2.049]",1.451,0.747,0.472
refined,tt,-0.968,"[-1.38, -0.555]",0.413,-4.252,0.002
refined,c,-4.700,"[-6.965, -2.434]",2.266,-3.760,0.004
refined,s,-2.030,"[-2.918, -1.141]",0.889,-4.139,0.002
refined,k0,-0.556,"[-1.459, 0.347]",0.903,-1.116,0.290
refined,k1,-0.837,"[-1.636, -0.038]",0.799,-1.900,0.087
refined,k2,0.587,"[-0.34, 1.514]",0.927,1.148,0.278
refined,k3,-0.874,"[-1.777, 0.028]",0.902,-1.756,0.110
refined,k4,-0.271,"[-1.245, 0.704]",0.974,-0.503,0.626
refined,k5,-0.047,"[-0.615, 0.521]",0.568,-0.151,0.883
