stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,76.980,1.765,0.000,57,0,9,1950753058.887,126394875.089
refined,197.672,1.765,0.000,57,0,9,1950753058.887,51250083.028
