stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,52.642,1.727,0.000,0,9,3695042838.329,457800439.433,76
refined,72.715,1.727,0.000,0,9,3695042838.329,343161365.522,76
